Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
5326,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,ST,305,271
5327,Round 3,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,OBC-NCL,460,425
5328,Round 3,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,EWS,482,468
5329,Round 3,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,OPEN,557,499
5330,Round 3,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,SC,335,289
5331,Round 3,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,ST,258,258
5332,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,OBC-NCL,508,477
5333,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,EWS,490,490
5334,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,OPEN,587,517
5335,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,SC,346,311
5336,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,ST,249,249
5337,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OBC-NCL,565,554
5338,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,EWS,550,550
5339,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OPEN,711,642
5340,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,SC,454,454
5341,Round 3,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,ST,276,276
5342,Round 3,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OBC-NCL,439,391
5343,Round 3,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,EWS,381,343
5344,Round 3,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OPEN,560,488
5345,Round 3,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,SC,286,243
5346,Round 3,Maulana Azad National Institute of Technology Bhopal,Energy System Management,G1,OBC-NCL,362,315
5347,Round 3,Maulana Azad National Institute of Technology Bhopal,Energy System Management,G1,OPEN,606,362
5348,Round 3,Maulana Azad National Institute of Technology Bhopal,Energy System Management,G1,SC,253,250
5349,Round 3,Maulana Azad National Institute of Technology Bhopal,Energy System Management,G1,ST,266,232
5350,Round 3,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OBC-NCL,325,301
5351,Round 3,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,EWS,314,306
5352,Round 3,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OPEN,437,394
5353,Round 3,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,SC,219,133
5354,Round 3,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,OBC-NCL,432,312
5355,Round 3,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,EWS,302,291
5356,Round 3,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,OPEN,478,437
5357,Round 3,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,SC,234,201
5358,Round 3,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,ST,201,201
5359,Round 3,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,OPEN,375,351
5360,Round 3,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,SC,219,154
5361,Round 3,Maulana Azad National Institute of Technology Bhopal,Digital Communication,G1,OBC-NCL,379,333
5362,Round 3,Maulana Azad National Institute of Technology Bhopal,Digital Communication,G1,OPEN,488,405
5363,Round 3,Maulana Azad National Institute of Technology Bhopal,Digital Communication,G1,SC,275,231
5364,Round 3,Maulana Azad National Institute of Technology Bhopal,Electrical Drives,G1,OBC-NCL,366,328
5365,Round 3,Maulana Azad National Institute of Technology Bhopal,Electrical Drives,G1,OPEN,521,367
5366,Round 3,Maulana Azad National Institute of Technology Bhopal,Electrical Drives,G1,SC,292,275
5367,Round 3,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,OBC-NCL,368,359
5368,Round 3,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,EWS,368,356
5369,Round 3,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,OPEN,492,371
5370,Round 3,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,SC,357,323
5371,Round 3,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,ST,249,249
5372,Round 3,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,OBC-NCL,380,352
5373,Round 3,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,EWS,329,329
5374,Round 3,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,OPEN,462,389
5375,Round 3,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,SC,323,306
5376,Round 3,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,OBC-NCL,365,285
5377,Round 3,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,OPEN,466,368
5378,Round 3,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,SC,263,232
5379,Round 3,Maulana Azad National Institute of Technology Bhopal,Hydro Power Engineering,G1,OPEN,360,360
5380,Round 3,Maulana Azad National Institute of Technology Bhopal,Housing,G1,OBC-NCL,369,314
5381,Round 3,Maulana Azad National Institute of Technology Bhopal,Housing,G1,OPEN,466,417
5382,Round 3,Maulana Azad National Institute of Technology Bhopal,Housing,G1,SC,278,263
5383,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,OBC-NCL,329,323
5384,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,EWS,327,327
5385,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,OPEN,466,357
5386,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,SC,279,279
5387,Round 3,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,OBC-NCL,455,442
5388,Round 3,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,EWS,464,450
5389,Round 3,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,OPEN,539,482
5390,Round 3,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,SC,302,293
5391,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OBC-NCL,383,344
5392,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,EWS,359,333
5393,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OPEN,457,398
5394,Round 3,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,SC,365,251
5395,Round 3,Maulana Azad National Institute of Technology Bhopal,Materials Science & Technology,G1,SC,257,210
5396,Round 3,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,OBC-NCL,375,328
5397,Round 3,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,OPEN,432,379
5398,Round 3,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OBC-NCL,346,331
5399,Round 3,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,EWS,346,346
5400,Round 3,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OPEN,528,361
5401,Round 3,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,SC,271,264
5402,Round 3,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,OBC-NCL,465,445
5403,Round 3,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,EWS,429,423
5404,Round 3,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,OPEN,728,505
5405,Round 3,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,SC,382,319
5406,Round 3,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,OBC-NCL,397,386
5407,Round 3,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,EWS,402,368
5408,Round 3,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,OPEN,587,429
5409,Round 3,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,SC,296,276
5410,Round 3,Maulana Azad National Institute of Technology Bhopal,Power System,G1,OBC-NCL,353,318
5411,Round 3,Maulana Azad National Institute of Technology Bhopal,Power System,G1,OPEN,478,364
5412,Round 3,Maulana Azad National Institute of Technology Bhopal,Power System,G1,SC,346,271
5413,Round 3,Maulana Azad National Institute of Technology Bhopal,Power System,G1,ST,307,307
5414,Round 3,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,OBC-NCL,454,375
5415,Round 3,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,OPEN,593,460
5416,Round 3,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,SC,315,241
5417,Round 3,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,OBC-NCL,486,462
5418,Round 3,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,EWS,512,508
5419,Round 3,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,OPEN,588,512
5420,Round 3,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,SC,375,338
5421,Round 3,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,OBC-NCL,362,325
5422,Round 3,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,EWS,332,322
5423,Round 3,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,OPEN,462,369
5424,Round 3,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,SC,284,253
5425,Round 3,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,OBC-NCL,439,419
5426,Round 3,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,EWS,429,411
5427,Round 3,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,OPEN,500,460
5428,Round 3,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,SC,306,275
5429,Round 3,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,G1,OBC-NCL,335,335
5430,Round 3,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,G1,OPEN,434,359
5431,Round 3,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,G1,SC,314,245
5432,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,OBC-NCL,371,321
5433,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,OPEN,457,379
5434,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,OBC-NCL,404,356
5435,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,OPEN,624,440
5436,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,SC,195,184
5437,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OBC-NCL,454,336
5438,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,EWS,415,398
5439,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OPEN,821,471
5440,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,SC,347,229
5441,Round 3,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,ST,161,161
5442,Round 3,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,OBC-NCL,329,329
5443,Round 3,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,EWS,324,324
5444,Round 3,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,OPEN,408,365
5445,Round 3,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,SC,240,240
5446,Round 3,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,OBC-NCL,464,396
5447,Round 3,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,EWS,450,318
5448,Round 3,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,OPEN,546,468
5449,Round 3,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,SC,353,313
5450,Round 3,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OBC-NCL,462,425
5451,Round 3,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,EWS,462,446
5452,Round 3,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OPEN,521,467
5453,Round 3,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,SC,333,296
5454,Round 3,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,OBC-NCL,469,434
5455,Round 3,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,EWS,467,426
5456,Round 3,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,OPEN,578,496
5457,Round 3,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,SC,319,288
5458,Round 3,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,OBC-NCL,556,539
5459,Round 3,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,EWS,556,556
5460,Round 3,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,OPEN,609,587
5461,Round 3,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,SC,377,350
5462,Round 3,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,ST,306,306
5463,Round 3,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,OBC-NCL,429,417
5464,Round 3,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,EWS,378,352
5465,Round 3,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,OPEN,588,430
5466,Round 3,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,SC,349,309
